sample_id,sample_number,in_normalized_matrix,in_non_normalized_matrix,placeholder_condition,placeholder_group,placeholder_batch,placeholder_note,state_available,H,R,S,M,phi,H_raw,R_raw,S_raw,M_raw,mean_neighbor_distance,pca_explained_variance_pc1,pca_explained_variance_pc2,state_domain,phi_q90_flag,phi_q95_flag,S_high_flag,M_high_flag,R_low_flag,candidate_stable_shell,candidate_irreversible_shell
SAMPLE 340,340,True,True,,,,,True,0.7064064,0.53431004,-0.3450494897157005,-0.5177387,1.0824092406447865,4.0191164,-10.788262,-2.69272616788566,-0.9451836,4.234498644163886,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 177,177,True,True,,,,,True,0.25602832,1.023212,0.1788948760986702,0.12524602,1.0771272835621146,1.1823009,-9.8924675,-2.686284365433373,2.1565838,3.207205228158541,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 70,70,True,True,,,,,True,1.037948,0.08535636,0.1374759943559979,0.1621647,1.0629293584093118,6.107411,-11.610862,-2.686793603191023,2.33468,3.3541810713929494,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 264,264,True,True,,,,,True,-0.97078687,-0.07593131,0.3783566892884061,0.05134362,1.0459362665641485,-6.5450916,-11.906383,-2.683832018044645,1.8000776,3.919628625055175,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 23,23,True,True,,,,,True,0.88816756,0.39119428,-0.2711098987899917,0.21636356,1.0306252226322328,5.163983,-11.0504875,-2.691817093813633,2.596136,3.242167183587649,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 34,34,True,True,,,,,True,-0.9910151,0.06837482,-0.1059139358680781,0.2360196,1.0265032805639238,-6.6725044,-11.641976,-2.6897860389374078,2.690957,3.414257408411698,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 87,87,True,True,,,,,True,-0.33942038,0.92023486,0.2045503939706679,-0.20802242,1.0233047419623589,-2.5682771,-10.081148,-2.6859689354207115,0.5488921,3.4696342796614323,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 307,307,True,True,,,,,True,0.21155773,0.88928807,0.0,0.45528397,1.0212117628213777,0.9021922,-10.137851,-2.688483846001816,3.7486913,4.299504093951472,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 44,44,True,True,,,,,True,-0.7817603,0.5408328,0.2094824517914215,0.25518358,1.006305531985918,-5.354462,-10.776311,-2.68590829665019,2.7834044,3.157052189242076,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 206,206,True,True,,,,,True,0.48974383,0.7917912,-0.2844906505940103,0.2439465,1.0036070520954443,2.6544147,-10.31649,-2.691981607768565,2.7291965,3.709210356310024,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 276,276,True,True,,,,,True,-0.053915624,0.9905886,0.1057165588651856,-0.0022388992,0.9976741358489564,-0.76995605,-9.952242,-2.6871840797812427,1.5415947,4.01381941045214,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 274,274,True,True,,,,,True,-0.6825951,-0.26712173,-0.4879330137871356,0.45633265,0.991770222015722,-4.729846,-12.256693,-2.6944828953090463,3.75375,5.561744550209996,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 198,198,True,True,,,,,True,-0.1489477,0.8663448,-0.4411638504570211,0.040051956,0.9843619399842058,-1.3685386,-10.179889,-2.693907876794317,1.7456064,4.207230767413556,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 101,101,True,True,,,,,True,-0.8965406,0.22019008,-0.314407527799544,0.006973427,0.9752791487820988,-6.0774336,-11.3638115,-2.692349430433569,1.5860351,4.57700582494645,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 74,74,True,True,,,,,True,0.3996312,0.5495318,0.0752050029550609,0.69048387,0.9716553329992312,2.0868182,-10.760372,-2.6875592139147675,4.8832994,3.799538900372424,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 249,249,True,True,,,,,True,-0.25444978,0.75088483,-0.3105696379255297,-0.465294,0.970321985818074,-2.033069,-10.391441,-2.692302244262641,-0.69218963,3.8137057285715086,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 279,279,True,True,,,,,True,0.7717153,0.5187968,0.139252569467029,-0.025309412,0.9405989634175312,4.43048,-10.816687,-2.686771760517156,1.4303023,4.4339600768055645,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 33,33,True,True,,,,,True,0.19920039,0.3493515,-0.8249536463260999,0.18596113,0.9364066044462735,0.8243564,-11.127154,-2.698626503827074,2.4494743,4.983717215014641,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 213,213,True,True,,,,,True,-0.21675867,0.7599793,0.2430534284810619,-0.4176025,0.9262935115856684,-1.7956624,-10.374778,-2.685495547484296,-0.46212515,3.934696739398926,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 204,204,True,True,,,,,True,0.56052846,0.67034143,0.2809105040642252,-0.080139145,0.9213483428329576,3.1002688,-10.539018,-2.685030101497585,1.1658028,4.6763521486006026,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 239,239,True,True,,,,,True,0.8073956,-0.3794957,-0.1623664307513534,0.0025758175,0.906793297477549,4.655221,-12.462591,-2.6904801122850834,1.564821,4.936631034777646,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 43,43,True,True,,,,,True,0.67448974,0.48625988,0.2200013817404061,0.24549562,0.8944572627826316,3.8180816,-10.876303,-2.685778968284123,2.7366695,3.549868388789716,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 355,355,True,True,,,,,True,-0.28128272,0.5647921,0.6009460534882142,0.040442005,0.8722853886193046,-2.2020826,-10.732411,-2.6810953215445754,1.747488,4.324554904304733,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 188,188,True,True,,,,,True,-0.12996258,0.65536326,-0.1751037402393454,-0.50862545,0.8577601201718391,-1.2489562,-10.566462,-2.690636715231596,-0.90122116,4.875228000005183,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 245,245,True,True,,,,,True,-0.15128101,0.5599255,-0.4514890002864132,0.25848094,0.7791387651375391,-1.3832355,-10.741328,-2.694034822668404,2.799311,4.145012746373302,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 58,58,True,True,,,,,True,-0.50437635,0.47794974,0.0748775319923433,-0.1508955,0.7149878048043913,-3.607292,-10.891529,-2.6875632401118,0.8244732,4.038309515180473,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 47,47,True,True,,,,,True,0.43025604,0.3985613,-0.3752215368120018,-0.004906792,0.6962662098985571,2.2797163,-11.036989,-2.693097127818922,1.5287248,4.69694195446501,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 78,78,True,True,,,,,True,-0.0138539625,0.33981088,-0.1303399904437265,0.15471931,0.3957144665614523,-0.517618,-11.144635,-2.690086352918302,2.2987633,4.544794223530645,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
