cell_id,d2_subdomain,bcell_lymphoid_like_score,antigen_presentation_score,stress_immediate_early_score,malignant_output_core_score
GSM4916673_ND2_untreated_080818_plate1_G4_S31_rep1_NA,D2_2,0.37545460830065036,0.5838159967848978,0.13702280790881327,0.05015987470275299
GSM4916674_ND2_untreated_080818_plate1_G5_S39_rep1_NA,D2_2,0.676169691756,0.7630091132956245,1.0236506468114108,0.5442134104922214
GSM4916675_ND2_untreated_080818_plate1_G6_S47_rep1_NA,D2_1,0.5381166078157633,0.8758895904189166,0.35973665017234757,0.5790310624669242
GSM4916676_ND2_untreated_080818_plate1_G7_S55_rep1_NA,D2_2,0.6927886882474328,-0.4051434289125254,-0.07771766823942727,-0.6409541484271319
GSM4916677_ND2_untreated_080818_plate1_G8_S63_rep1_NA,D2_2,-0.6745,-1.841946972091507,-1.6653355375568608,-4.102727410016023
GSM4916678_ND2_untreated_080818_plate1_G9_S71_rep1_NA,D2_2,0.4101373655199955,1.0973086559001224,0.24266336182181525,0.7615605495894366
GSM4916679_ND2_untreated_080818_plate1_H10_S80_rep1_NA,D2_2,0.4227713133702262,0.5355776627943898,-0.42653891696891383,0.23433461052455126
GSM4916681_ND2_untreated_080818_plate1_H2_S16_rep1_NA,D2_1,0.7918126965186887,1.7403905928481123,-1.0751979465989092,1.3976154230966888
GSM4916682_ND2_untreated_080818_plate1_H3_S24_rep1_NA,D2_1,0.8594813353176309,1.537383395446958,-0.87555980930671,0.7433716649019303
GSM4916683_ND2_untreated_080818_plate1_H4_S32_rep1_NA,D2_1,1.0265064216179145,1.6024399886563443,0.6055071940706195,1.328652876605676
GSM4916684_ND2_untreated_080818_plate1_H5_S40_rep1_NA,D2_2,0.7104574531813245,0.7398479060910255,-1.3034943303156221,0.5836066884844955
GSM4916685_ND2_untreated_080818_plate1_H6_S48_rep1_NA,D2_2,0.8422923165793951,0.9181966676458779,0.43991945435651014,0.6465922826939381
GSM4916686_ND2_untreated_080818_plate1_H7_S56_rep1_NA,D2_2,0.7352010712110025,1.3481466495635084,1.2203350748335853,0.9292393687227116
GSM4916687_ND2_untreated_080818_plate1_H8_S64_rep1_NA,D2_2,0.4899066846753264,0.6955758202537187,0.5375547533264975,0.6091768853918954
GSM4916688_ND2_untreated_080818_plate1_H9_S72_rep1_NA,D2_2,0.7452454878594821,0.7795605588667665,0.9955799768386195,0.36474889378206665
GSM4916689_ND3_untreated_080818_plate1_A10_S169_rep1_NA,D2_2,-0.6745,1.6621445068646765,0.7353607077738121,0.984264216045509
GSM4916690_ND3_untreated_080818_plate1_A11_S177_rep1_NA,D2_2,0.3304349210721578,0.521725940207716,0.40009013461577453,0.0015338808281096783
GSM4916691_ND3_untreated_080818_plate1_A12_S185_rep1_NA,D2_2,0.23298441286725816,-0.5539201417417406,-0.333707840705722,0.049807013686522184
GSM4916692_ND3_untreated_080818_plate1_A1_S97_rep1_NA,D2_2,0.48909606390935945,0.8437914766943654,-0.7961301773250811,0.41638865114280044
GSM4916694_ND3_untreated_080818_plate1_A3_S113_rep1_NA,D2_2,0.5846180008464542,0.8114422661202787,-1.6653355375568608,0.37154971158133404
GSM4916695_ND3_untreated_080818_plate1_A4_S121_rep1_NA,D2_2,0.8261835627715682,0.048948293232029164,-1.6653355375568608,0.07084189104969152
GSM4916696_ND3_untreated_080818_plate1_A5_S129_rep1_NA,D2_2,-0.6745,-1.605443008377391,-1.6653355375568608,-0.25488883382775845
